Class,Policy
Mitigation,"Starting in 2018, prohibit 2-stroke leaf blowers and implement the phase-out of leaf blower emissions."
Mitigation,Evaluate the use of alternative fueled landscaping equipment to reduce emissions.
Mitigation,Educate home and business owners about alternatives to gas-powered leaf-blowing technologies.
Mitigation,Implement a Zero Waste Program to reduce waste disposal from residents and businesses in the community.
Mitigation,"Implement an Organic Waste Recycling Program, including adherence to SB 1383 regulations, through the following measures:"
Mitigation,Support regional efforts to plan for and develop residential and commercial food scrap composting programs.
Mitigation,Facilitate the establishment of fully-permitted community appropriate compost facilities in the City.
Mitigation,Continue to support at-home management of food waste through educational workshops and subsidies of compost bins and worm bins.
Mitigation,Continue to support Zero Waste programs at local schools.
Mitigation,Provide free audits of restaurants and grocery stores to reduce waste generation.
Mitigation,Develop City Hall waste audits and consider pilot composting project based on audit results.
Mitigation,Establish an edible food recovery program.
Mitigation,Provide outreach and education to generators.
Mitigation,Develop education -materials for textile recycling.
Mitigation,Evaluate and expand existing recycling requirements at City permitted events and activities.
Mitigation,Expand outreach and education on the City's C&D Ordinance that has a lower threshold for covered projects.
Mitigation,Support product stewardship and extended producer responsibility initiatives.
Mitigation,Transition to an online permitting system to eliminate paper waste from the printing of permit applications and associated development project plans.
Mitigation,"Starting in 2018, develop and implement an Urban Tree Planting Program, including standards to right-size trees and minimize pruning and irrigation needs, to promote increased carbon sequestration by trees within the community."
Mitigation,Continue turf management practices which specify the top-dressing of compost to increase carbon sequestration at City parks.
Mitigation,Partner with schools to develop programs to educate students about planting trees.
Mitigation,"The City will continue to encourage developers to avoid the removal of any mature trees when a property is developed or redeveloped. If the removal of mature trees in unavoidable, trees are required to be replaced at a 1:1 ratio."
Mitigation,"When new parking lots are part of a development, trees are required to be planted at a ratio of one tree for every 5 parking spaces."
Mitigation,Present to Council for consideration an ordinance to require and/or incentivize additional tree planting on private property throughout the city.
Mitigation,The City will incentivize tree planting on private property by giving away tree seedlings during Arbor Day events.
Mitigation,Supports regional LiDAR imagery data collection and analyze future LiDAR data to determine the overall increase in tree canopy as compared to the City CAP goals and targets.
Adaptation,"Annually monitor climate change research and best practices to improve the understanding of local climate change, weather-related emergencies and climate hazards, and to support climate change preparation efforts in local, state, and federal partners."
